Year,Date_Temp,Date,State,Region,Place,Name,Line Check,Latitude,Longitude,geometry,Location Returned,Location Returned Split,Postal Code
2020,17/11,17/11/2020,Johor,BATU PAHAT,"Jalan Pantai, Bandar Batu Pahat","Jalan Pantai, Bandar Batu Pahat, BATU PAHAT, Johor",1,1.8423852,102.9244122,POINT (102.9244122 1.8423852),"四海龙王大伯公庙, Jalan Pantai, Taman Joseph / Taman Ampuan, Batu Pahat, Johor, 83000, Malaysia","['四海龙王大伯公庙', 'Jalan Pantai', 'Taman Joseph / Taman Ampuan', 'Batu Pahat', 'Johor', '83000', 'Malaysia']",83000
2020,22/4,22/4/2020,Kedah,KULIM,Hi-Tech,"Hi-Tech, KULIM, Kedah",1,5.41791765,100.5845906,POINT (100.58459056610293 5.41791765),"Lebuhraya Perdana, Fasa 1, Pihak Berkuasa Tempatan Taman Perindustran Hi-tech Kulim, Kulim, Kedah, 09090, Malaysia","['Lebuhraya Perdana', 'Fasa 1', 'Pihak Berkuasa Tempatan Taman Perindustran Hi-tech Kulim', 'Kulim', 'Kedah', '09090', 'Malaysia']",09090
2020,23/4,23/4/2020,Kedah,KUALA MUDA,Kg Kilang Makau,"Kg Kilang Makau, KUALA MUDA, Kedah",1,5.5894696,100.4845292,POINT (100.4845292 5.5894696),"Taman Kempas Fasa II, Kampung Kilang Makau, Sungai Petani, Kuala Muda, Kedah, 08000, Malaysia","['Taman Kempas Fasa II', 'Kampung Kilang Makau', 'Sungai Petani', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,26/4,26/4/2020,Kedah,KULIM,Kg Sera,"Kg Sera, KULIM, Kedah",1,5.5272606,100.5895402,POINT (100.5895402 5.5272606),"K802, Kampung Teluk Sera, Padang Serai, Kulim, Kedah, 09400, Malaysia","['K802', 'Kampung Teluk Sera', 'Padang Serai', 'Kulim', 'Kedah', '09400', 'Malaysia']",09400
2020,29/4,29/4/2020,Kedah,KULIM,Taman Selasih,"Taman Selasih, KULIM, Kedah",1,5.3774623,100.5389509,POINT (100.5389509 5.3774623),"Taman Selasih, Keladi, Kulim, Kedah, 09000, Malaysia","['Taman Selasih', 'Keladi', 'Kulim', 'Kedah', '09000', 'Malaysia']",09000
2020,29/4,29/4/2020,Kedah,KULIM,Taman Saga,"Taman Saga, KULIM, Kedah",1,5.3911806,100.5377652,POINT (100.5377652 5.3911806),"Taman Saga, Keladi, Kulim, Kedah, 09000, Malaysia","['Taman Saga', 'Keladi', 'Kulim', 'Kedah', '09000', 'Malaysia']",09000
2020,30/4,30/4/2020,Kedah,KUALA MUDA,Kg Hj Wahab,"Kg Hj Wahab, KUALA MUDA, Kedah",1,5.6052686,100.4663408,POINT (100.4663408 5.6052686),"Taman Desa Meranti, Kampung Padang Temusu, Sungai Petani, Kuala Muda, Kedah, 08000, Malaysia","['Taman Desa Meranti', 'Kampung Padang Temusu', 'Sungai Petani', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,30/4,30/4/2020,Kedah,KUALA MUDA,Batu 2,"Batu 2, KUALA MUDA, Kedah",1,5.6317872,100.5210736,POINT (100.52107359312066 5.6317872),"Masjid Batu 2, Jalan Kuala Ketil, Kampung Batu Dua, Kampung Sungai Pasir Kechil, Sungai Petani, Kuala Muda, Kedah, 08000, Malaysia","['Masjid Batu 2', 'Jalan Kuala Ketil', 'Kampung Batu Dua', 'Kampung Sungai Pasir Kechil', 'Sungai Petani', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,30/4,30/4/2020,Kedah,KUALA MUDA,Kg Sg Pasir Kecil,"Kg Sg Pasir Kecil, KUALA MUDA, Kedah",1,5.6178149,100.4653805,POINT (100.4653805 5.6178149),"Warong Sarap Pagi, kg sg pasir, K160, Taman Delima, Kampung Telok Wang Kecil, Kampong Sungai Pasir, Kuala Muda, Kedah, 08000, Malaysia","['Warong Sarap Pagi', 'kg sg pasir', 'K160', 'Taman Delima', 'Kampung Telok Wang Kecil', 'Kampong Sungai Pasir', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,30/4,30/4/2020,Kedah,KUALA MUDA,Kg Raja,"Kg Raja, KUALA MUDA, Kedah",1,5.6332658,100.5006467,POINT (100.5006467 5.6332658),"Taman Beringin Indah, Kampung Raja, Kuala Muda, Kedah, 08000, Malaysia","['Taman Beringin Indah', 'Kampung Raja', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,5-Jan,1/5/2020,Kedah,BALING,Kg. Batu 60,"Kg. Batu 60, BALING, Kedah",1,5.5882775,100.7400262,POINT (100.7400262 5.5882775),"Kampung Batu 7, Baling, Kedah, 09310, Malaysia","['Kampung Batu 7', 'Baling', 'Kedah', '09310', 'Malaysia']",09310
2020,26/4,26/4/2020,Kedah,KULIM,Kg Tok Betok,"Kg Tok Betok, KULIM, Kedah",1,5.3744297,100.5802443,POINT (100.5802443 5.3744297),"Taman Bayan, Kampung Paya Tok Betok, Kulim, Kedah, 09090, Malaysia","['Taman Bayan', 'Kampung Paya Tok Betok', 'Kulim', 'Kedah', '09090', 'Malaysia']",09090
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Taman Nakishah,"Taman Nakishah, KOTA SETAR, Kedah",1,6.120884,100.3905398,POINT (100.3905398 6.120884),"Taman Nakishah, Alor Setar, Kota Setar, Kedah, 05300, Malaysia","['Taman Nakishah', 'Alor Setar', 'Kota Setar', 'Kedah', '05300', 'Malaysia']",05300
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Taman Malai,"Taman Malai, KOTA SETAR, Kedah",1,6.13382105,100.3742422,POINT (100.37424217851147 6.13382105),"Taman Alor Malai, Kampung Lubuk Peringgi, Alor Setar, Kota Setar, Kedah, 05200, Malaysia","['Taman Alor Malai', 'Kampung Lubuk Peringgi', 'Alor Setar', 'Kota Setar', 'Kedah', '05200', 'Malaysia']",05200
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Taman Nuri,"Taman Nuri, KOTA SETAR, Kedah",1,6.1247736,100.3914772,POINT (100.3914772 6.1247736),"Jalan Cenderawasih 5/5, Taman Nuri, Kampung Borhan, Alor Setar, Kota Setar, Kedah, 05300, Malaysia","['Jalan Cenderawasih 5/5', 'Taman Nuri', 'Kampung Borhan', 'Alor Setar', 'Kota Setar', 'Kedah', '05300', 'Malaysia']",05300
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Taman Cenderawasih,"Taman Cenderawasih, KOTA SETAR, Kedah",1,6.1241936,100.3922242,POINT (100.3922242 6.1241936),"Pasar malam Taman Nuri, Jalan Cenderawasih 1/1, Taman Nuri, Kampung Borhan, Alor Setar, Kota Setar, Kedah, 05300, Malaysia","['Pasar malam Taman Nuri', 'Jalan Cenderawasih 1/1', 'Taman Nuri', 'Kampung Borhan', 'Alor Setar', 'Kota Setar', 'Kedah', '05300', 'Malaysia']",05300
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Jalan Gangsa,"Jalan Gangsa, KOTA SETAR, Kedah",1,6.1319266,100.3598642,POINT (100.3598642 6.1319266),"APEG Solution (Alor Setar) Sdn Bhd, Jalan Gangsa, Taman Pelangi, Kampung Bakar Bata, Alor Setar, Kota Setar, Kedah, 05150, Malaysia","['APEG Solution (Alor Setar) Sdn Bhd', 'Jalan Gangsa', 'Taman Pelangi', 'Kampung Bakar Bata', 'Alor Setar', 'Kota Setar', 'Kedah', '05150', 'Malaysia']",05150
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Taman Bawal,"Taman Bawal, KOTA SETAR, Kedah",1,6.141892,100.3469186,POINT (100.34691855470588 6.141892),"Taman Bawal, Alor Setar, Kota Setar, Kedah, 05150, Malaysia","['Taman Bawal', 'Alor Setar', 'Kota Setar', 'Kedah', '05150', 'Malaysia']",05150
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Kg Gunung Sali,"Kg Gunung Sali, KOTA SETAR, Kedah",1,6.1334234,100.35403,POINT (100.35403 6.1334234),"Jalan Kampong Gunong Sali, Taman Tenaga Nasional, Kampung Gunung Sali, Alor Setar, Kota Setar, Kedah, 05150, Malaysia","['Jalan Kampong Gunong Sali', 'Taman Tenaga Nasional', 'Kampung Gunung Sali', 'Alor Setar', 'Kota Setar', 'Kedah', '05150', 'Malaysia']",05150
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Jalan Stadium,"Jalan Stadium, KOTA SETAR, Kedah",1,6.13753,100.37097,POINT (100.37097 6.13753),"Kompleks Belia dan Sukan Negeri Kedah, Jalan Stadium, Kampung Dato' Keramat, Kampung Lubuk Peringgi, Alor Setar, Kota Setar, Kedah, 05100, Malaysia","['Kompleks Belia dan Sukan Negeri Kedah', 'Jalan Stadium', ""Kampung Dato' Keramat"", 'Kampung Lubuk Peringgi', 'Alor Setar', 'Kota Setar', 'Kedah', '05100', 'Malaysia']",05100
2020,31/5,31/5/2020,Kedah,KOTA SETAR,Taman Seri Ampang,"Taman Seri Ampang, KOTA SETAR, Kedah",1,6.1086987,100.3470317,POINT (100.3470317 6.1086987),"Jalan Kantan 2, Taman Seri Bandar Fasa IV, Taman Cemara, Alor Setar, Kota Setar, Kedah, 05050, Malaysia","['Jalan Kantan 2', 'Taman Seri Bandar Fasa IV', 'Taman Cemara', 'Alor Setar', 'Kota Setar', 'Kedah', '05050', 'Malaysia']",05050
2020,7-Sep,9/7/2020,Kedah,KOTA SETAR,"Taman Sireh, bukit pinang","Taman Sireh, bukit pinang, KOTA SETAR, Kedah",1,6.1964671,100.4303089,POINT (100.4303089 6.1964671),"Taman Sireh, Bukit Pinang, Kota Setar, Kedah, 06200, Malaysia","['Taman Sireh', 'Bukit Pinang', 'Kota Setar', 'Kedah', '06200', 'Malaysia']",06200
2020,7-Jul,7/7/2020,Kedah,BANDAR BAHARU,Kg Tengah,"Kg Tengah, BANDAR BAHARU, Kedah",1,5.210897,100.6131888,POINT (100.6131888 5.210897),"Dewan Raya Serdang, Jalan Tengah, Serdang, Bandar Baharu, Kedah, 09800, Malaysia","['Dewan Raya Serdang', 'Jalan Tengah', 'Serdang', 'Bandar Baharu', 'Kedah', '09800', 'Malaysia']",09800
2020,21/7,21/7/2020,Kedah,BANDAR BAHARU,Taman Cahaya Nilam,"Taman Cahaya Nilam, BANDAR BAHARU, Kedah",1,5.1179803,100.5271639,POINT (100.52716390306458 5.1179803),"Taman Cahaya Nilam, Kampung Sungai Tepus, Bandar Baharu, Kedah, 34950, Malaysia","['Taman Cahaya Nilam', 'Kampung Sungai Tepus', 'Bandar Baharu', 'Kedah', '34950', 'Malaysia']",34950
2020,21/7,21/7/2020,Kedah,BANDAR BAHARU,Taman Cahaya Kristal,"Taman Cahaya Kristal, BANDAR BAHARU, Kedah",1,5.11845525,100.5299685,POINT (100.5299684886038 5.11845525),"Taman Cahaya Kristal, Kampung Sungai Tepus, Bandar Baharu, Kedah, 34950, Malaysia","['Taman Cahaya Kristal', 'Kampung Sungai Tepus', 'Bandar Baharu', 'Kedah', '34950', 'Malaysia']",34950
2020,21/7,21/7/2020,Kedah,BANDAR BAHARU,Kg Bagan Samak,"Kg Bagan Samak, BANDAR BAHARU, Kedah",1,5.09085475,100.5587682,POINT (100.55876817982129 5.09085475),"Kampung Baru Bagan Samak, Bandar Baharu, Kedah, 34950, Malaysia","['Kampung Baru Bagan Samak', 'Bandar Baharu', 'Kedah', '34950', 'Malaysia']",34950
2020,24/7,24/7/2020,Kedah,BALING,Kg. Padang Lengkuas,"Kg. Padang Lengkuas, BALING, Kedah",1,5.5617208,100.8984389,POINT (100.8984389 5.5617208),"Jalan Raya Timur-Barat, Kampung Jerai, Baling, Kedah, 09200, Malaysia","['Jalan Raya Timur-Barat', 'Kampung Jerai', 'Baling', 'Kedah', '09200', 'Malaysia']",09200
2020,24/7,24/7/2020,Kedah,BALING,Kg. Jerai,"Kg. Jerai, BALING, Kedah",1,5.6030087,100.8538572,POINT (100.85385724512196 5.6030087),"BHP Kg. Pisang, Baling, Jalan Raya Timur-Barat, Kampung Jerai, Baling, Kedah, 09200, Malaysia","['BHP Kg. Pisang', 'Baling', 'Jalan Raya Timur-Barat', 'Kampung Jerai', 'Baling', 'Kedah', '09200', 'Malaysia']",09200
2020,24/7,24/7/2020,Kedah,BALING,Kg. Pisang,"Kg. Pisang, BALING, Kedah",1,5.6030087,100.8538572,POINT (100.85385724512196 5.6030087),"BHP Kg. Pisang, Baling, Jalan Raya Timur-Barat, Kampung Jerai, Baling, Kedah, 09200, Malaysia","['BHP Kg. Pisang', 'Baling', 'Jalan Raya Timur-Barat', 'Kampung Jerai', 'Baling', 'Kedah', '09200', 'Malaysia']",09200
2020,24/7,24/7/2020,Kedah,BALING,Kg.Tanjung,"Kg.Tanjung, BALING, Kedah",1,5.6030087,100.8538572,POINT (100.85385724512196 5.6030087),"BHP Kg. Pisang, Baling, Jalan Raya Timur-Barat, Kampung Jerai, Baling, Kedah, 09200, Malaysia","['BHP Kg. Pisang', 'Baling', 'Jalan Raya Timur-Barat', 'Kampung Jerai', 'Baling', 'Kedah', '09200', 'Malaysia']",09200
2020,24/7,24/7/2020,Kedah,BALING,Charok Rambai,"Charok Rambai, BALING, Kedah",1,5.6059148,100.8636546,POINT (100.8636546 5.6059148),"Kampung Charok Rambai, Baling, Kedah, 09200, Malaysia","['Kampung Charok Rambai', 'Baling', 'Kedah', '09200', 'Malaysia']",09200
2020,25/7,25/7/2020,Kedah,BALING,Kg. Bukit Palong,"Kg. Bukit Palong, BALING, Kedah",1,5.7410919,100.9043063,POINT (100.9043063 5.7410919),"Jalan Bukit Palong, Kampung Bukit Palong, Baling, Kedah, 09100, Malaysia","['Jalan Bukit Palong', 'Kampung Bukit Palong', 'Baling', 'Kedah', '09100', 'Malaysia']",09100
2020,25/7,25/7/2020,Kedah,BALING,Kg. Lahar,"Kg. Lahar, BALING, Kedah",1,5.7155328,100.9094869,POINT (100.9094869 5.7155328),"Jalan Kampung Lahar / Tlk Sungai Durian, Kampung Lahar, Baling, Kedah, 09100, Malaysia","['Jalan Kampung Lahar / Tlk Sungai Durian', 'Kampung Lahar', 'Baling', 'Kedah', '09100', 'Malaysia']",09100
2020,25/7,25/7/2020,Kedah,BALING,Kg.Batu 48,"Kg.Batu 48, BALING, Kedah",1,5.5882775,100.7400262,POINT (100.7400262 5.5882775),"Kampung Batu 7, Baling, Kedah, 09310, Malaysia","['Kampung Batu 7', 'Baling', 'Kedah', '09310', 'Malaysia']",09310
2020,28/7,28/7/2020,Kedah,LANGKAWI,Kg. Sg. Menghulu,"Kg. Sg. Menghulu, LANGKAWI, Kedah",1,6.3229817,99.815509,POINT (99.815509 6.3229817),"Kampung Sungai Menghulu, Langkawi, Kedah, 07000, Malaysia","['Kampung Sungai Menghulu', 'Langkawi', 'Kedah', '07000', 'Malaysia']",07000
2020,9-Mar,3/9/2020,Kedah,KOTA SETAR,Taman Datuk Kumbar,"Taman Datuk Kumbar, KOTA SETAR, Kedah",1,6.120876,100.3887507,POINT (100.3887507 6.120876),"Jalan Datuk Kumbar, Taman Datuk Kumbar, Alor Setar, Kota Setar, Kedah, 05450, Malaysia","['Jalan Datuk Kumbar', 'Taman Datuk Kumbar', 'Alor Setar', 'Kota Setar', 'Kedah', '05450', 'Malaysia']",05450
2020,9-Mar,3/9/2020,Kedah,KOTA SETAR,Taman Nakishah,"Taman Nakishah, KOTA SETAR, Kedah",1,6.120884,100.3905398,POINT (100.3905398 6.120884),"Taman Nakishah, Alor Setar, Kota Setar, Kedah, 05300, Malaysia","['Taman Nakishah', 'Alor Setar', 'Kota Setar', 'Kedah', '05300', 'Malaysia']",05300
2020,9-Mar,3/9/2020,Kedah,KOTA SETAR,Taman Malai,"Taman Malai, KOTA SETAR, Kedah",1,6.13382105,100.3742422,POINT (100.37424217851147 6.13382105),"Taman Alor Malai, Kampung Lubuk Peringgi, Alor Setar, Kota Setar, Kedah, 05200, Malaysia","['Taman Alor Malai', 'Kampung Lubuk Peringgi', 'Alor Setar', 'Kota Setar', 'Kedah', '05200', 'Malaysia']",05200
2020,9-Mar,3/9/2020,Kedah,KOTA SETAR,Taman Nuri,"Taman Nuri, KOTA SETAR, Kedah",1,6.1247736,100.3914772,POINT (100.3914772 6.1247736),"Jalan Cenderawasih 5/5, Taman Nuri, Kampung Borhan, Alor Setar, Kota Setar, Kedah, 05300, Malaysia","['Jalan Cenderawasih 5/5', 'Taman Nuri', 'Kampung Borhan', 'Alor Setar', 'Kota Setar', 'Kedah', '05300', 'Malaysia']",05300
2020,9-Mar,3/9/2020,Kedah,KOTA SETAR,Taman Cenderawasih,"Taman Cenderawasih, KOTA SETAR, Kedah",1,6.1241936,100.3922242,POINT (100.3922242 6.1241936),"Pasar malam Taman Nuri, Jalan Cenderawasih 1/1, Taman Nuri, Kampung Borhan, Alor Setar, Kota Setar, Kedah, 05300, Malaysia","['Pasar malam Taman Nuri', 'Jalan Cenderawasih 1/1', 'Taman Nuri', 'Kampung Borhan', 'Alor Setar', 'Kota Setar', 'Kedah', '05300', 'Malaysia']",05300
2020,9-Apr,4/9/2020,Kedah,BALING,Kg. Batu 60,"Kg. Batu 60, BALING, Kedah",1,5.5882775,100.7400262,POINT (100.7400262 5.5882775),"Kampung Batu 7, Baling, Kedah, 09310, Malaysia","['Kampung Batu 7', 'Baling', 'Kedah', '09310', 'Malaysia']",09310
2020,9-Oct,10/9/2020,Kedah,BANDAR BAHARU,Kg. Padang,"Kg. Padang, BANDAR BAHARU, Kedah",1,5.2102612,100.6138293,POINT (100.6138293 5.2102612),"Jalan Padang, Serdang, Bandar Baharu, Kedah, 09800, Malaysia","['Jalan Padang', 'Serdang', 'Bandar Baharu', 'Kedah', '09800', 'Malaysia']",09800
2020,9-Oct,10/9/2020,Kedah,YAN,Pekan Guar Chempedak,"Pekan Guar Chempedak, YAN, Kedah",1,5.8573259,100.4547156,POINT (100.4547156 5.8573259),"Inap Pekan Koperasi, K146, Taman Guar Indah, Guar Chempedak, Yan, Kedah, 08800, Malaysia","['Inap Pekan Koperasi', 'K146', 'Taman Guar Indah', 'Guar Chempedak', 'Yan', 'Kedah', '08800', 'Malaysia']",08800
2020,9-Oct,10/9/2020,Kedah,YAN,Kg Permatang Buluh,"Kg Permatang Buluh, YAN, Kedah",1,5.9593664,100.3633351,POINT (100.3633351 5.9593664),"Permatang Buluh, Yan, Kedah, 06800, Malaysia","['Permatang Buluh', 'Yan', 'Kedah', '06800', 'Malaysia']",06800
2020,9-Dec,12/9/2020,Kedah,KULIM,Kg Padang Janggus,"Kg Padang Janggus, KULIM, Kedah",1,5.2949297,100.5349717,POINT (100.5349717 5.2949297),"Jalan Padang Janggus, Junjong, Kampung Padang Janggus, Junjong, Kulim, Kedah, 14120, Malaysia","['Jalan Padang Janggus', 'Junjong', 'Kampung Padang Janggus', 'Junjong', 'Kulim', 'Kedah', '14120', 'Malaysia']",14120
2020,9-Dec,12/9/2020,Kedah,BANDAR BAHARU,Kg Tengah,"Kg Tengah, BANDAR BAHARU, Kedah",1,5.210897,100.6131888,POINT (100.6131888 5.210897),"Dewan Raya Serdang, Jalan Tengah, Serdang, Bandar Baharu, Kedah, 09800, Malaysia","['Dewan Raya Serdang', 'Jalan Tengah', 'Serdang', 'Bandar Baharu', 'Kedah', '09800', 'Malaysia']",09800
2020,20/9,20/9/2020,Kedah,BALING,Kg. Tanjung,"Kg. Tanjung, BALING, Kedah",1,5.6030087,100.8538572,POINT (100.85385724512196 5.6030087),"BHP Kg. Pisang, Baling, Jalan Raya Timur-Barat, Kampung Jerai, Baling, Kedah, 09200, Malaysia","['BHP Kg. Pisang', 'Baling', 'Jalan Raya Timur-Barat', 'Kampung Jerai', 'Baling', 'Kedah', '09200', 'Malaysia']",09200
2020,20/9,20/9/2020,Kedah,PENDANG,Kg. Hampar Kanan,"Kg. Hampar Kanan, PENDANG, Kedah",1,5.9825159,100.4886322,POINT (100.4886322 5.9825159),"Taman Mawar, Batu Hampar, Pendang, Kedah, 06700, Malaysia","['Taman Mawar', 'Batu Hampar', 'Pendang', 'Kedah', '06700', 'Malaysia']",06700
2020,20/9,20/9/2020,Kedah,PENDANG,Kg. Sukamari,"Kg. Sukamari, PENDANG, Kedah",1,5.9889337,100.4823781,POINT (100.4823781 5.9889337),"Taman Teratai, Batu Hampar, Pendang, Kedah, 06700, Malaysia","['Taman Teratai', 'Batu Hampar', 'Pendang', 'Kedah', '06700', 'Malaysia']",06700
2020,10-Nov,11/10/2020,Kedah,PENDANG,Kg. Hampar Kanan,"Kg. Hampar Kanan, PENDANG, Kedah",1,5.9825159,100.4886322,POINT (100.4886322 5.9825159),"Taman Mawar, Batu Hampar, Pendang, Kedah, 06700, Malaysia","['Taman Mawar', 'Batu Hampar', 'Pendang', 'Kedah', '06700', 'Malaysia']",06700
2020,13/10,13/10/2020,Kedah,LANGKAWI,Kg. Sg Menghulu,"Kg. Sg Menghulu, LANGKAWI, Kedah",1,6.3229817,99.815509,POINT (99.815509 6.3229817),"Kampung Sungai Menghulu, Langkawi, Kedah, 07000, Malaysia","['Kampung Sungai Menghulu', 'Langkawi', 'Kedah', '07000', 'Malaysia']",07000
2020,11-Jul,7/11/2020,Kedah,LANGKAWI,Kg. Chandek Kura,"Kg. Chandek Kura, LANGKAWI, Kedah",1,6.3293949,99.7439358,POINT (99.7439358 6.3293949),"Jalan Chandek Kura, Kampung Perdana, Kampung Paya Mempelam, Langkawi, Kedah, 07000, Malaysia","['Jalan Chandek Kura', 'Kampung Perdana', 'Kampung Paya Mempelam', 'Langkawi', 'Kedah', '07000', 'Malaysia']",07000
2020,19/11,19/11/2020,Kedah,BANDAR BAHARU,Kg Tengah,"Kg Tengah, BANDAR BAHARU, Kedah",1,5.210897,100.6131888,POINT (100.6131888 5.210897),"Dewan Raya Serdang, Jalan Tengah, Serdang, Bandar Baharu, Kedah, 09800, Malaysia","['Dewan Raya Serdang', 'Jalan Tengah', 'Serdang', 'Bandar Baharu', 'Kedah', '09800', 'Malaysia']",09800
2020,21/11,21/11/2020,Kedah,KUBANG PASU,Pekan Changlun,"Pekan Changlun, KUBANG PASU, Kedah",1,6.4337444,100.430078,POINT (100.430078 6.4337444),"Kampung Baru Pekan Baru Changlun, Kampung Paya Nongmi, Changlun, Kubang Pasu, Kedah, 06010, Malaysia","['Kampung Baru Pekan Baru Changlun', 'Kampung Paya Nongmi', 'Changlun', 'Kubang Pasu', 'Kedah', '06010', 'Malaysia']",06010
2020,21/11,21/11/2020,Kedah,KUBANG PASU,Kampung Bendahara,"Kampung Bendahara, KUBANG PASU, Kedah",1,6.3964593,100.325807,POINT (100.325807 6.3964593),"Kampung Bendahara, K102, Kampung Tengah, Kubang Pasu, Kedah, 06100, Malaysia","['Kampung Bendahara', 'K102', 'Kampung Tengah', 'Kubang Pasu', 'Kedah', '06100', 'Malaysia']",06100
2020,23/11,23/11/2020,Kedah,KUBANG PASU,Kampung Lahar,"Kampung Lahar, KUBANG PASU, Kedah",1,6.2965571,100.4429875,POINT (100.4429875 6.2965571),"K276, Kampung Lahar, Kampong Perupok, Kubang Pasu, Kedah, 06000, Malaysia","['K276', 'Kampung Lahar', 'Kampong Perupok', 'Kubang Pasu', 'Kedah', '06000', 'Malaysia']",06000
2020,23/11,23/11/2020,Kedah,KUBANG PASU,Kota Giam,"Kota Giam, KUBANG PASU, Kedah",1,6.2721566,100.4312503,POINT (100.4312503 6.2721566),"Taman Seri Pelangi, Kampung Kota Giam, Kubang Pasu, Kedah, 06000, Malaysia","['Taman Seri Pelangi', 'Kampung Kota Giam', 'Kubang Pasu', 'Kedah', '06000', 'Malaysia']",06000
2020,24/11,24/11/2020,Kedah,PENDANG,Kg. Sukamari,"Kg. Sukamari, PENDANG, Kedah",1,5.9889337,100.4823781,POINT (100.4823781 5.9889337),"Taman Teratai, Batu Hampar, Pendang, Kedah, 06700, Malaysia","['Taman Teratai', 'Batu Hampar', 'Pendang', 'Kedah', '06700', 'Malaysia']",06700
2020,28/11,28/11/2020,Kedah,KUALA MUDA,Taman Songket,"Taman Songket, KUALA MUDA, Kedah",1,5.6291558,100.5289114,POINT (100.5289114 5.6291558),"Taman Songket, Kampung Sungai Pasir Kechil, Sungai Petani, Kuala Muda, Kedah, 08000, Malaysia","['Taman Songket', 'Kampung Sungai Pasir Kechil', 'Sungai Petani', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,28/11,28/11/2020,Kedah,KUALA MUDA,Taman Sutera Idaman,"Taman Sutera Idaman, KUALA MUDA, Kedah",1,5.63572955,100.5345149,POINT (100.53451491866542 5.635729550000001),"Taman Sutera Idaman, Bandar Mutiara, Sungai Petani, Kuala Muda, Kedah, 08000, Malaysia","['Taman Sutera Idaman', 'Bandar Mutiara', 'Sungai Petani', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,28/11,28/11/2020,Kedah,KUALA MUDA,Jalan Padang Temusu,"Jalan Padang Temusu, KUALA MUDA, Kedah",1,5.6052618,100.4719505,POINT (100.4719505 5.6052618),"Jalan Bakar Arang, Taman Desa Meranti, Kampung Padang Temusu, Sungai Petani, Kuala Muda, Kedah, 08000, Malaysia","['Jalan Bakar Arang', 'Taman Desa Meranti', 'Kampung Padang Temusu', 'Sungai Petani', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,28/11,28/11/2020,Kedah,KUALA MUDA,Kampung Raja,"Kampung Raja, KUALA MUDA, Kedah",1,5.6332658,100.5006467,POINT (100.5006467 5.6332658),"Taman Beringin Indah, Kampung Raja, Kuala Muda, Kedah, 08000, Malaysia","['Taman Beringin Indah', 'Kampung Raja', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,28/11,28/11/2020,Kedah,KUALA MUDA,Taman Berlian,"Taman Berlian, KUALA MUDA, Kedah",1,5.6449479,100.5073699,POINT (100.5073699 5.6449479),"Lorong 4, Taman Berlian, Sungai Petani, Kuala Muda, Kedah, 08000, Malaysia","['Lorong 4', 'Taman Berlian', 'Sungai Petani', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,28/11,28/11/2020,Kedah,KUALA MUDA,Kg Hj Wahab,"Kg Hj Wahab, KUALA MUDA, Kedah",1,5.6052686,100.4663408,POINT (100.4663408 5.6052686),"Taman Desa Meranti, Kampung Padang Temusu, Sungai Petani, Kuala Muda, Kedah, 08000, Malaysia","['Taman Desa Meranti', 'Kampung Padang Temusu', 'Sungai Petani', 'Kuala Muda', 'Kedah', '08000', 'Malaysia']",08000
2020,28/11,28/11/2020,Kedah,BANDAR BAHARU,Kg. Sg. Punti,"Kg. Sg. Punti, BANDAR BAHARU, Kedah",1,5.2451514,100.6018669,POINT (100.6018669 5.2451514),"Sungai Punti, Bandar Baharu, Kedah, 09800, Malaysia","['Sungai Punti', 'Bandar Baharu', 'Kedah', '09800', 'Malaysia']",09800
2020,28/11,28/11/2020,Kedah,BANDAR BAHARU,Kg. Tengah,"Kg. Tengah, BANDAR BAHARU, Kedah",1,5.210897,100.6131888,POINT (100.6131888 5.210897),"Dewan Raya Serdang, Jalan Tengah, Serdang, Bandar Baharu, Kedah, 09800, Malaysia","['Dewan Raya Serdang', 'Jalan Tengah', 'Serdang', 'Bandar Baharu', 'Kedah', '09800', 'Malaysia']",09800
2020,28/11,28/11/2020,Kedah,KULIM,Kg. Manggis,"Kg. Manggis, KULIM, Kedah",1,5.3909057,100.5687487,POINT (100.5687487 5.3909057),"Jalan Manggis, Kulim Techno City Fasa 1, Kelang Lama, Kulim, Kedah, 09090, Malaysia","['Jalan Manggis', 'Kulim Techno City Fasa 1', 'Kelang Lama', 'Kulim', 'Kedah', '09090', 'Malaysia']",09090
